people_ID,infect_prob
5254,49.096224
18801,51.425975
6009,52.294346
18149,54.404652
6105,57.062753
5974,49.770791
17967,57.659844
5781,55.694031
5834,53.230646
17683,51.625408
5338,53.680329
18400,59.186113
18633,47.924845
6162,50.184719
18598,48.491138
5212,47.967103
18731,54.773096
18177,52.101253
5232,57.856326
5753,53.943706
5118,55.315483
18055,57.520975
18151,60.16664
5572,50.848639
18502,51.663171
18178,53.132107
6276,50.796986
5226,58.412469
18411,49.690081
6134,49.234259
5177,50.399183
18031,51.370888
17853,56.162247
6171,51.286387
5725,59.67395
6282,52.721266
18762,53.062029
17909,47.636778
18357,47.47756
5981,56.564569
5862,51.016357
18461,54.222401
5275,53.5203
6084,55.770554
18403,52.087471
17856,57.509219
17723,54.313066
6103,52.237834
17897,52.959757
6042,52.117724
6219,59.227806
5697,58.801589
18636,59.552758
5343,55.785201
5994,48.369318
5956,57.424874
5666,52.356017
18791,54.132421
5686,56.252435
6027,47.050286
5751,49.441082
18812,58.449031
18688,52.777136
18441,59.17952
5508,52.438188
5889,51.940212
5843,53.452824
5459,51.921039
18141,54.189538
18757,58.930727
6313,51.614692
6032,57.384323
18475,48.451498
17702,56.808635
5815,50.063644
18816,55.310763
18589,57.277765
17738,48.612179
18553,49.671955
5538,55.126313
18472,48.375667
5453,52.121696
18026,51.033385
18409,51.565711
5444,50.511831
17965,50.302943
18541,53.113508
5371,54.786159
6051,58.042026
18882,48.6512
5108,52.243383
6005,58.139299
5380,49.042217
6151,52.808609
18195,55.105279
17695,48.667312
5101,54.774114
5255,53.463332
5579,56.064466
18509,49.484741
5257,55.039038
6310,58.877054
5431,47.436405
17703,47.711027
18316,57.495647
5174,49.97331
18337,50.67962
18515,57.431045
17993,57.664756
6232,49.319226
5339,49.803827
5972,50.581685
6097,54.697122
5130,50.131805
5934,51.359774
17646,59.150672
5803,52.049725
18134,59.278228
18301,54.52037
18071,48.020052
5973,52.951352
17972,59.055281
6212,57.068557
17886,54.705109
18584,56.588991
18027,56.605808
5093,48.593396
5817,47.867894
5519,52.550751
18127,50.504853
6144,50.238499
5430,53.22505
6179,54.515089
5921,52.156875
5788,48.663056
17960,56.022506
5682,56.930573
5713,50.526612
18735,55.290163
18693,53.39964
6256,49.879331
18064,56.879063
18302,48.290193
5620,48.533622
18010,53.152063
18647,52.099116
5749,55.507565
18286,48.890718
5381,49.465602
6012,55.027632
18043,54.174004
18845,56.124746
17736,48.306783
17919,52.826014
5297,51.117555
17651,49.013667
5109,53.309702
5756,49.081914
17628,54.345511
6237,55.607209
18407,52.564378
5157,50.162855
17902,52.370134
18650,48.560677
5589,52.396496
6010,53.132336
18792,55.884799
17932,48.527034
18568,50.77271
17684,56.532443
5573,52.455393
17685,47.822714
5948,56.30426
5469,48.546799
18736,58.121593
17664,53.473549
6319,59.161677
5421,51.456217
18648,51.495797
18369,56.842884
6065,52.097911
18486,51.543079
5259,52.739976
18524,58.378064
17774,50.832232
5955,55.173976
17701,55.617335
6312,49.573823
18094,54.261316
17647,52.559183
5515,56.862658
18087,47.974561
18278,48.326624
18868,55.454886
18764,54.489684
5478,50.30161
6091,53.373379
18358,48.230036
18570,58.642103
17994,48.536737
17931,47.623089
18476,49.916621
6314,55.812054
5727,58.774007
5879,57.582145
6240,49.888346
17663,52.912254
18457,57.037461
18562,55.349859
17908,56.981961
18183,50.630137
5203,53.530117
18658,55.837057
18745,53.823891
17889,48.629189
5185,57.473768
6161,53.321488
5833,55.889922
5348,49.495687
6261,55.111986
5841,51.807634
5503,52.511261
5187,51.957597
18789,49.756551
5674,56.127132
18768,55.53007
18430,51.827884
5931,49.12206
18787,58.381781
5284,52.739621
18544,54.674366
18726,47.203668
17907,49.73016
17850,48.273168
18073,53.243768
5631,48.106668
6190,51.797348
5482,46.830014
18865,50.270216
18700,49.983579
6234,56.547363
5689,48.852203
18585,51.222802
17674,53.27917
17875,57.887564
5997,54.583279
5405,51.6552
18201,57.557466
18575,49.129081
5196,52.356944
17709,56.419404
5687,48.82768
6284,57.65656
6140,51.229123
18352,51.648672
17718,47.496125
6247,54.382371
18578,56.901318
18135,51.874234
6052,56.916279
5132,53.816546
5846,50.931493
5138,56.933358
5149,54.895431
6321,54.936956
18115,46.77397
5688,50.942477
5748,51.623857
17793,55.455065
5855,52.694555
6305,55.920826
18085,54.271902
5404,57.66953
5870,54.11297
18866,49.52331
5957,54.09575
18138,47.314783
6246,47.866973
18643,49.059814
6210,58.701907
17843,48.367079
18260,47.314794
5667,59.606007
18661,53.564257
18319,52.365995
5762,50.572062
17727,50.946067
18853,48.819517
6251,55.790301
18710,47.230858
18809,58.014687
6067,47.708646
6138,51.904512
5374,47.277718
18408,56.544465
5331,54.49332
5194,50.621256
18692,56.178503
18668,55.862241
5296,54.192571
5546,49.127958
5442,49.88758
5699,55.090943
18255,57.435271
5744,49.609946
18169,58.332435
18343,55.353145
17626,48.49208
17878,56.853855
5474,51.873933
18653,57.121125
5137,49.287613
5602,51.704549
5907,46.61266
5779,46.935307
18180,48.351473
18188,50.208181
18207,57.525156
5379,57.741123
18106,53.844114
5783,46.102728
17890,48.228113
5866,53.098508
18012,53.869765
17711,52.925522
6133,51.407717
6071,52.724912
5857,52.166742
18462,51.340455
5116,55.981689
6136,50.748491
17704,57.782477
5662,51.30004
17690,46.598712
6131,56.837753
18288,54.547392
18203,48.572467
18110,57.198847
17743,45.984713
5207,52.973066
5298,57.382029
5328,56.201364
18238,55.93338
5426,55.286747
6298,53.468988
6106,52.953111
5282,50.188647
6178,57.877372
18227,49.795811
17631,48.457019
5598,49.679483
17820,52.900699
18312,50.568611
18716,49.37499
18529,47.602224
17925,48.144079
18314,50.936415
5859,52.133096
6283,53.338018
5562,50.546262
5722,55.317397
18059,47.258824
5770,47.190331
18181,56.834755
17649,53.576462
5828,51.024819
5778,49.701764
17772,48.918997
18732,46.160145
6073,51.058442
18687,51.225722
5395,46.949571
6058,51.293973
18579,47.486545
18846,47.918461
5265,45.972318
17862,50.627047
5237,58.268782
17976,46.157412
18267,56.629817
6048,55.529833
18237,54.355726
18077,51.884599
18299,54.886969
5166,48.333203
5824,48.782135
5216,51.834885
18788,55.624763
6231,52.139338
5178,55.288527
18208,50.022715
18376,55.057827
5350,57.694751
5903,48.588231
18061,49.268317
18821,54.126897
18374,54.701626
5392,47.229026
17958,50.464301
6315,49.684363
5349,56.679832
5227,48.405692
5280,56.611109
6303,57.295373
6023,52.078189
5581,49.973895
18202,58.526226
5970,48.947057
18504,54.860159
18047,47.478671
5532,57.776326
18588,53.945029
6098,48.277847
6189,56.097851
17632,47.147163
5359,49.811892
18500,52.483505
6293,49.670132
5205,57.799745
17915,52.993204
17987,56.04826
5517,48.057685
5501,58.643421
5764,48.891977
18211,58.22887
18487,58.57018
17863,47.883786
5191,49.760327
6111,49.40897
5769,57.025669
18605,56.159087
18038,53.060234
5930,47.181627
18072,50.273401
6102,56.632828
18020,47.182271
17665,52.617202
17668,49.731879
18705,51.287153
17968,57.700824
18212,54.564978
5968,47.719091
17938,51.488905
6277,48.246346
18536,49.240661
18613,57.104414
5766,55.829588
18474,55.757515
18297,56.407535
18753,54.176755
18701,57.240149
5835,55.631427
18142,48.620606
18838,48.485403
17719,58.169686
5890,51.970137
5560,56.029424
17658,46.633082
18582,55.160392
18300,53.421124
18679,55.728702
18365,50.834031
18901,58.121149
18414,54.124032
18889,52.143261
18257,53.358793
18884,48.269219
18873,50.75483
5369,48.572086
18698,54.06867
5746,58.04111
17844,56.117357
18893,50.98435
17867,49.087516
17899,46.8861
18546,52.8383
18325,55.697634
6220,46.975847
18625,53.580803
18053,48.844183
5607,57.270908
5989,48.559864
17712,48.103475
18799,55.290327
5483,53.245558
6157,46.557972
5715,51.287555
17814,54.665191
17754,47.146923
5375,50.074058
17627,57.60085
17654,56.86769
5923,52.221421
18348,46.099825
18657,49.916323
5262,49.253592
18491,48.433515
5851,56.989934
17956,46.611828
6270,50.484101
5932,49.812225
18323,47.630889
5290,57.701543
5434,46.50759
17782,47.749951
5836,46.22079
5729,48.835242
17780,53.578155
17757,47.204963
5197,49.766423
18498,48.002334
18832,55.969485
18023,50.71993
5435,51.549129
18852,46.65497
18254,50.359407
18024,46.842312
6194,47.789362
18007,55.692882
5473,57.016952
5550,47.661507
18451,57.294929
6081,53.555244
5506,49.952145
18098,47.559562
17952,51.780395
5844,49.54616
5692,56.586621
5499,47.614649
5145,55.675007
18499,54.251831
5084,50.239498
6169,55.485317
18758,51.58084
18419,53.594547
5838,47.029586
5847,49.538845
18869,49.06687
5346,52.917506
18885,52.940377
5183,50.634851
5818,46.93428
5648,47.538791
18390,57.436303
18537,49.943176
17954,54.047707
17786,51.674908
17636,54.947072
17660,47.873173
18221,52.131306
5869,55.213962
5656,48.557239
5684,47.120005
5141,53.178098
6168,53.686774
18908,48.991965
5531,48.341625
5680,56.575877
5960,54.253371
18065,52.348568
18429,55.294013
18793,49.848697
5457,49.547818
18356,52.228089
17766,54.670204
6066,47.979473
18841,55.238304
5549,56.152259
5398,52.297545
17904,51.02973
18322,56.950565
5119,52.762736
5705,55.111516
5977,48.237878
18125,55.53482
18080,51.726776
5946,54.647454
18677,53.546825
6046,55.865562
18317,49.503483
5892,46.32609
5300,54.841983
5291,47.148691
5819,54.122918
18444,55.630572
5294,57.301754
6055,54.332899
6064,51.856394
18667,56.016687
5541,54.698345
5991,54.993844
6244,54.839512
5837,57.226366
5827,54.686782
18697,53.43733
18146,56.487617
5920,47.068633
18111,49.392396
17933,56.430856
18607,50.637738
18248,50.72935
5831,45.783021
5184,49.758883
17934,53.576332
17746,46.105147
6202,50.572837
5199,54.224116
5884,53.541773
17728,50.645835
5657,49.213133
5144,50.321196
6217,56.259077
17677,46.427548
6026,54.006325
6233,51.778162
5446,56.872975
5962,52.882238
18423,55.693122
17715,57.446325
17841,48.635414
5800,52.420415
6187,54.458541
5361,56.966652
5384,56.191103
18797,49.454919
18287,47.651762
5558,48.298626
18790,52.633483
5771,50.855255
5209,55.370839
6243,46.721411
18747,55.53479
18587,56.240167
5086,49.450465
5443,49.839077
5148,47.746939
18649,46.649152
6278,53.215889
18204,52.515164
5422,56.698517
5467,47.620464
17923,58.035892
18320,55.12233
5094,50.577295
6088,47.608074
5429,46.863903
5529,47.060324
18218,48.721855
5679,53.989242
17913,55.168872
18576,51.978742
18724,50.488955
6238,50.802252
18637,54.407239
18748,51.244515
5252,55.624629
18075,55.346816
18222,52.8837
5273,51.935931
5886,46.642255
6033,49.135824
18291,53.410137
5616,57.652116
18166,51.615137
17692,51.509547
5219,48.695141
5988,50.2197
5504,50.359626
18129,46.885663
18440,55.750986
18488,51.684024
18131,47.316165
18849,51.564193
18162,54.490825
18829,58.064356
5156,55.276678
18013,52.971518
18804,52.216023
17708,47.302978
17795,49.882141
5811,51.314864
17936,50.440028
5221,50.084257
5845,46.130113
18490,55.007838
5126,52.874623
18367,55.227699
5767,57.540136
5438,51.303401
18746,48.383381
18883,55.503886
17822,48.426148
5535,54.294874
5447,49.576826
5804,55.411629
18729,54.397614
18032,55.499211
5570,48.355479
18837,54.027362
18690,48.211853
5245,50.654094
6123,47.995355
17916,49.9286
18859,47.585726
18232,46.942771
5954,48.788884
5308,45.447261
18458,54.458478
5813,49.454227
5914,48.412568
18561,51.694686
18114,56.128379
5590,53.401947
17848,54.45158
5309,49.095591
5110,55.735534
6192,51.578554
5079,46.583354
5640,53.641333
18067,51.716707
5695,48.118264
18620,50.067378
18215,55.050508
5626,49.946666
17720,50.122663
18548,54.128185
6280,57.150641
18449,48.273748
18450,51.665899
18005,47.073799
18831,48.341306
18683,51.936029
17764,53.849559
5439,46.601427
6322,49.945422
18280,47.191046
6172,53.651237
18466,55.483129
18359,53.192031
18002,51.847542
18334,57.243473
6110,48.781357
5486,54.409776
5251,55.587509
5919,49.357326
6215,54.253001
5812,56.11523
18156,45.814655
17650,50.869107
18415,52.954458
18160,48.779714
5928,51.776219
6056,56.705356
18025,45.86266
6054,50.832657
17681,48.092248
17776,46.096666
18133,55.145636
18708,49.415866
5394,55.186843
6119,54.478993
5270,52.081858
17959,53.046536
5406,51.909207
5950,50.243845
18168,56.220722
18029,51.664868
6239,53.583857
18467,56.81893
17964,53.410417
18656,54.71086
18552,51.233104
18079,50.489388
18678,56.084666
6039,44.852497
18185,46.376452
6203,45.929073
5360,53.730273
18909,48.215503
18196,57.23235
18632,54.845337
18512,48.557301
18034,55.638009
5268,52.467502
6223,50.842955
18631,50.060842
5373,47.913889
18696,49.461381
5789,53.65155
18900,50.888727
5681,55.329835
18283,47.240985
18847,56.293736
5159,54.546037
5551,55.734363
18074,48.970055
17784,46.192855
5335,47.65721
18903,52.803024
18062,48.200061
18630,45.69867
5599,47.305894
17999,53.173106
5701,47.580386
18827,53.527648
17970,55.057743
5419,54.998213
18581,52.73053
17861,56.285988
5393,53.411324
17806,55.904287
6129,48.437978
5161,56.789836
17804,51.541084
5780,48.950555
5479,52.759985
18086,49.288314
6248,48.634797
17798,52.789241
18157,53.563384
18272,50.285308
18022,48.295508
18770,46.627154
5230,45.503212
5565,57.133418
18539,55.343998
18167,51.494325
5615,51.342416
18307,52.678136
5397,45.927281
18102,45.292512
18324,48.805802
18099,55.945034
18015,47.293369
5481,50.90341
18418,50.450999
17831,48.88596
6115,52.322111
17982,51.694007
18014,49.477282
18779,45.613475
18820,54.891819
18558,46.43917
18017,52.910587
17837,44.79532
5976,46.337735
18306,46.462751
6272,45.095104
18331,55.99361
5561,52.011173
17669,48.608714
18855,49.541629
5528,49.313088
18321,52.347384
18172,48.085045
18614,55.319895
17748,49.774177
17800,56.401104
5945,47.677148
18514,51.228699
5644,49.950084
5982,53.108182
5288,55.970463
6265,54.752097
5840,45.429525
17851,56.655058
18246,48.295828
6250,52.893258
5214,51.593393
18777,48.639698
6001,46.475005
5782,50.679439
5484,46.564532
5760,47.369882
6218,47.10553
5953,52.467139
18577,54.488565
6264,50.974206
17770,45.115754
18634,50.099229
5938,52.515006
6214,46.632291
5324,52.96303
18108,49.289935
18469,45.044516
18672,51.693102
18480,55.99529
18531,48.449025
6180,55.594639
5454,51.341264
5364,54.718932
18088,55.226821
17922,46.324276
6286,52.579652
18456,45.850473
17975,47.555637
18397,50.896119
5242,52.075305
5244,52.857031
18445,55.87589
18281,46.232618
5636,52.096888
17957,48.063465
18761,48.517262
17990,49.364199
5123,54.526363
5801,50.373281
6235,51.276619
6108,54.973921
5659,47.263833
18503,57.372222
5190,46.428579
18711,52.353354
18670,47.075947
18814,50.642307
18057,56.868206
18751,49.975442
18786,46.246537
6150,48.603044
18574,50.112288
18506,47.84664
18828,53.767265
6069,47.948656
5180,46.074526
6166,49.110835
17791,49.86794
5113,54.134893
17939,52.877322
6259,45.982587
17928,53.167614
17624,56.342026
17623,55.975163
18477,49.695636
17734,49.413463
18275,51.921934
17998,50.905397
17992,52.440431
5655,52.519514
5969,46.015945
5863,45.948342
18803,47.751691
5418,46.429957
5850,51.718752
5240,45.595562
5672,48.960484
6094,49.840887
5293,44.711739
5081,50.453781
5537,53.244173
5663,48.027449
17790,53.203881
6205,56.203838
6198,49.786375
5566,44.73499
5742,55.77398
6096,57.604142
6004,56.951364
5092,55.267962
18593,51.524143
6177,45.106201
5413,48.150705
5917,50.153441
5211,55.005509
5848,50.559079
17839,46.372545
5553,44.998674
18590,48.95956
5451,56.427388
6273,53.899485
17641,52.323576
5523,44.614199
17749,56.677702
6093,45.939133
5440,49.959732
18671,53.232825
5743,55.279788
17740,55.682429
5153,51.188464
17881,45.59245
18256,55.346256
18638,53.845829
5396,46.297292
17997,56.600529
17687,52.080318
18627,47.6661
5277,54.150067
18826,55.596862
5719,47.244936
5600,46.298055
18112,55.337486
5522,45.652406
18089,55.238458
5090,55.528271
5124,48.050968
18120,55.277742
5557,45.40611
5796,48.605749
17937,50.075739
18265,46.632498
18878,47.882105
5773,50.002948
18091,48.1081
5964,55.197986
18019,55.986796
5133,52.952121
6170,49.857337
17803,53.049698
5966,51.991572
18124,54.222346
18717,49.219753
5243,49.933658
17882,44.640829
18533,51.55087
18876,45.046633
18744,47.280959
5278,48.315594
5239,45.5349
5358,55.764318
5574,51.485204
5641,56.693014
18186,54.665003
17885,48.828694
5939,48.23247
5155,52.03624
5412,55.430576
17699,47.671952
17640,55.117895
18522,55.131267
17905,54.224468
5575,45.679749
5569,57.092567
5325,45.537649
18703,47.997969
17898,51.380699
18351,49.929154
18560,47.534719
5372,53.426041
17985,54.389102
5186,46.053873
5098,48.604134
18063,52.190114
6041,45.096967
5638,51.067374
18493,52.438328
18216,45.148353
18223,53.535165
5694,45.332747
5088,48.21494
18621,45.561111
5363,48.008801
5943,56.254595
5765,49.925619
17870,51.537955
5106,51.06291
18004,53.645253
17980,48.639584
5385,54.604031
5810,51.983403
6236,46.206552
18393,53.031865
5721,53.179871
18045,43.920729
18335,50.430345
18008,53.630185
5468,54.066781
18806,52.909291
17819,49.802652
5965,46.704244
18230,48.735904
5336,51.582095
5577,53.128529
18760,47.114448
17860,54.204999
18782,47.922922
6072,56.03479
17744,53.250293
18519,47.25906
17811,45.443532
5445,51.004752
5491,48.381712
5992,44.07228
5269,45.00754
18608,50.477451
5582,50.72679
5961,46.755418
18092,52.491945
17830,49.097615
17778,51.49124
6036,50.529325
17698,52.310639
5286,47.437778
18619,50.956152
6242,46.691964
5320,54.216668
6149,53.380554
18048,46.83425
17852,49.910996
6208,44.893899
18363,47.84244
5937,46.875601
6007,51.144831
5248,52.802207
17691,45.729137
5411,44.93208
5533,51.383033
5806,55.047762
5867,47.02672
5902,47.519326
5465,54.928903
5441,49.263332
5279,43.128097
17745,52.444537
18795,54.141882
18743,45.43261
18193,54.07233
5935,51.631936
5222,52.654655
5633,45.633764
5326,51.278544
6113,45.202511
17914,45.490038
18132,44.48256
18199,46.488369
6260,45.236064
17893,47.314877
5518,43.30205
5568,53.888446
5231,46.435376
5926,46.784752
6164,50.357755
18126,51.22217
17989,45.390814
18368,54.154923
5527,47.401541
17785,47.205122
5341,52.292626
5979,51.782312
17812,54.175639
5492,50.879858
5864,54.591969
18566,53.990639
18600,55.748653
6301,44.122996
17700,52.277833
17630,46.342735
5936,44.938778
18725,47.184314
5610,51.573269
17775,56.449786
17672,50.950169
5340,57.300353
18290,45.309729
18249,54.634916
17633,48.495453
18392,45.585891
18431,53.687661
6185,45.893226
6075,48.629607
18860,50.320801
6034,44.44353
5322,54.246303
5505,47.999321
6017,46.095664
5604,44.664746
18784,48.155851
17918,48.756495
17854,52.449592
5873,47.83276
5462,51.404066
17946,53.397849
6146,57.003667
18182,45.490741
17945,52.165984
18655,47.076759
18435,50.559842
18226,50.673412
18895,45.719948
5097,49.486679
5871,53.249446
18597,49.136951
18520,55.064563
6050,51.029153
18645,52.719531
5179,51.258769
18564,47.699461
5168,52.895145
18666,51.149799
5301,50.685853
18109,47.628775
6184,49.069156
5635,53.341315
6090,53.668918
6000,49.23707
5437,50.438937
5775,46.851612
5353,43.494549
5985,48.494753
17643,50.49287
18864,48.43344
5865,44.501356
6139,54.250729
5131,48.142005
18346,46.652174
18250,53.940087
5078,51.305798
5524,50.382944
18800,52.936394
5642,48.804656
6163,45.173928
6079,47.508828
5450,44.12507
6015,54.570455
18433,45.269288
18684,47.245116
17887,47.791591
5235,49.65091
5877,50.40747
18902,55.654272
6209,51.482247
5357,46.837653
18289,46.080853
18508,44.591272
5337,47.118346
5408,48.550799
5940,51.250424
18555,48.410835
18844,53.191387
6019,45.984511
18834,48.905548
5913,47.482615
18161,47.284717
18880,45.589883
18434,47.300301
18422,44.615434
5448,45.175215
5737,49.256759
5990,45.017492
5676,52.453046
18484,44.533805
18136,44.987637
18037,48.411998
6226,50.092659
18389,53.685502
18660,48.97544
5718,50.677762
18371,53.136642
6147,53.00993
5189,51.147607
18583,50.178642
5949,51.976153
5267,53.700567
5460,52.737258
5487,45.054394
18811,51.471945
6268,49.742674
18049,51.722096
5082,49.051788
17883,55.174996
18754,55.592928
18907,51.77807
5916,46.707336
5547,53.680924
17621,50.579677
5605,54.153812
5366,56.059212
18184,49.531426
5774,55.194099
5485,49.387375
5416,55.2978
18375,52.555569
18338,46.132218
5495,46.305087
18396,45.03596
18505,50.599267
18386,45.428787
5895,53.692003
18056,51.22046
5490,52.472955
5906,48.387135
5122,55.085781
18378,54.799837
18856,50.801037
17797,54.997322
17771,53.119388
18224,46.067909
17903,48.330876
6309,42.999408
18662,47.709268
18263,43.458666
18453,44.186911
5830,49.629539
17849,54.468575
18268,45.002986
17760,46.905792
18187,49.642075
5287,51.451507
18471,48.102688
6306,46.70306
5591,50.993463
5253,45.641581
18759,44.091013
18209,54.743737
17666,44.739069
18730,45.524701
18235,54.965287
5685,47.53342
18862,46.990541
18373,52.663032
18874,50.512327
18436,52.168301
6116,44.520484
17675,48.332501
17637,44.395497
17781,44.33194
6003,55.710425
17679,55.219091
5880,43.897019
18277,49.520603
17655,49.293775
6045,52.915372
18483,52.279446
18540,48.802199
5802,44.844718
5295,47.365983
18891,49.080839
18234,53.217111
5874,53.659755
5876,52.01681
17835,53.430793
17642,44.380744
18644,55.284813
18152,47.827422
5597,46.417397
5202,51.308958
17977,52.741426
5793,43.891376
18206,45.220051
18604,46.839874
5691,52.786755
6216,55.013465
5272,49.284862
18213,51.379984
17829,43.86953
6029,50.108218
18734,44.280827
17988,53.569576
5095,44.842776
18815,45.627559
5115,51.767173
17855,45.626677
5777,54.744858
5647,52.769166
5894,53.208792
5167,48.172662
18888,46.953329
6152,47.269934
18624,45.963666
17995,51.722986
18259,46.838373
17979,45.553802
18381,42.922381
18824,49.353694
17620,44.388458
5878,45.020635
6118,50.72246
5377,52.677161
6230,48.127163
18140,47.379778
18468,47.493911
5304,50.118391
5736,53.925414
5125,48.186872
18629,54.135994
18200,49.73783
5585,46.479566
5952,46.133147
5152,52.649851
6285,53.354089
5630,54.148544
18723,47.744997
17845,48.952496
18532,53.218816
18669,43.682293
18171,53.641028
18384,44.731768
5283,51.218082
17924,44.971872
5307,50.314543
5732,45.814884
5750,47.24356
5915,43.941275
5752,47.00555
18481,49.845683
18473,49.735249
18060,51.310986
17866,48.254831
18817,48.326334
18100,53.189877
18507,54.078713
5927,45.290485
5534,47.661223
6200,49.230914
5670,51.750171
5314,53.962241
6294,44.489307
5612,43.42834
18527,46.38458
18742,45.0794
17705,51.453256
17906,48.768535
6199,52.248045
18549,49.275792
18551,47.03605
17940,50.518291
18036,53.082502
18097,48.493749
5154,46.315527
5432,45.087335
18808,54.561879
18836,48.150629
17707,45.182805
5731,47.518552
5452,53.060354
18402,44.19246
5312,44.636486
17827,46.778221
17846,45.008938
5820,43.869258
17834,50.78347
17789,53.905143
6100,52.252771
18128,48.119923
18694,53.372718
6002,51.168331
5995,46.174511
18261,45.910485
18722,47.702702
5758,49.858753
17929,48.249101
5233,43.860505
17807,47.412962
18148,50.991967
6174,43.940595
18712,47.558235
18006,47.128995
5417,45.738585
18247,53.902977
5660,52.018454
6296,46.053316
18379,54.998861
18681,44.446877
18217,54.808125
5414,51.350574
5433,49.455795
18143,52.913183
18406,43.59112
6221,53.368228
5611,52.210986
5887,48.350536
18810,48.907317
18905,48.607303
18602,43.081221
6142,45.441264
18253,47.296966
18719,54.807507
6086,44.076784
5182,54.252559
17981,51.05301
5809,45.50468
5901,43.913832
6160,46.139784
6126,45.606794
18867,52.516147
17721,53.193383
18894,44.880136
17872,52.465917
6143,49.14117
6158,52.365416
6183,45.337739
18733,47.082941
5128,45.239342
17645,44.303704
6279,43.992753
18689,44.129338
5978,46.457099
5555,51.40345
5703,45.793996
5163,43.42669
5147,47.246903
17762,50.448102
18412,42.134699
5112,45.799487
18713,53.046306
5763,43.515737
17625,44.006133
5105,49.145833
5707,47.263409
18718,49.634361
5975,47.911089
18538,45.565546
18164,49.869294
5136,52.115875
18534,52.139441
5861,48.422744
5621,51.175528
5776,45.758754
18214,54.573247
5509,44.055013
17894,54.683444
17912,43.525965
17818,48.793848
5077,51.257825
18417,53.122505
5165,50.70259
18479,46.246913
18858,50.351375
17955,50.531919
17756,54.159773
6040,51.048006
17961,53.182274
18145,47.329775
18663,48.367825
17833,52.794181
18122,44.92043
18659,52.147772
5192,53.026393
18543,45.233622
18781,54.170506
6262,46.281752
18823,46.930903
18041,44.227521
18304,54.196725
5584,49.36551
5808,53.99659
5629,49.115812
18432,45.497044
17737,48.472037
18130,46.294006
18233,54.775663
18446,51.57424
5455,46.984989
6222,47.750651
18494,49.702206
18284,45.335934
5980,46.281402
18198,53.944183
18179,42.677524
5134,50.309392
17629,48.244383
18009,44.184764
17930,50.289459
5250,46.004372
5104,48.434784
5162,52.058375
5456,51.953641
17779,46.421502
17659,43.947853
17710,48.701888
18313,44.067213
5391,52.924622
5567,47.57854
5868,43.060746
18137,52.89839
5646,53.763964
5327,47.222506
6254,45.425565
